,Content,quality,smell,shipping,packing,price,others,processed_content
7402,đóng gói sơ sài quá mức bỏ vào cái túi k có bọc chống sốc hay hộp cartoon gì đổi lại shipper nhiệt tình good job,,,2.0,0.0,,,đóng_gói sơ_sài quá mức bỏ vào cái túi k có bọc chống sốc hay hộp cartoon gì đổi lại shipper nhiệt_tình good job
6649,"Rất hài lòng, nhiều bọt và rất êm, nhưng không hiểu sau lần nay Tiki giao đến tận 5 ngày mới nhận đc hàng",2.0,,0.0,,,,rất hài_lòng nhiều bọt và rất êm nhưng không hiểu sau lần nay tiki giao đến tận 5 ngày mới nhận đc hàng
14407,"Mình xài rất ok luôn đó, both nhiều, sạch sâu cho da, yêu quá chừng, xài rất tiết kiệm, mỗi lần cài ít ít chừng hạt đậu thoi là đủ bọt khắp mặt r, mn thử liền luôn đi hêhhehehehe, khuyên thật lòng",2.0,,,,,,mình xài rất ok luôn đó both nhiều sạch sâu cho da yêu quá_chừng xài rất tiết_kiệm mỗi lần cài ít ít chừng hạt đậu thoi là đủ bọt khắp mặt r mn thử liền luôn đi hêhhehehehe khuyên thật lòng
13215,"giao hàng nhanh thật sự, đặt tối hôm qua là trưa ngày sau đã đến tay mình, đóng gói cẩn thận và mình đã sử dụng hai sản phẩm rồi, mình sẽ tiếp tục ủng hộ shop.",2.0,,2.0,,,,giao hàng nhanh thật_sự đặt tối hôm_qua là trưa ngày sau đã đến tay mình đóng_gói cẩn_thận và mình đã sử_dụng hai sản_phẩm rồi mình sẽ tiếp_tục ủng_hộ shop
7120,đóng gói cẩn thận đầy đủ tem mác sử dụng oke sẽ ủng hộ thêm ?,,,,2.0,,2.0,đóng_gói cẩn_thận đầy_đủ tem mác sử_dụng oke sẽ ủng_hộ thêm
3397,da mình da dầu mụn mà hơi khô sần từ lúc rửa sửa rửa mặt này da mình láng mịn hơn trông thấy rõ đã sử dụng gần 3 chai rồi vì rất hài lòng không muốn đổi loại khác luôn shop đóng gói cẩn thận giao hàng nhanh chóng good shop,2.0,,2.0,2.0,,,da mình da_dầu mụn mà hơi khô sần từ lúc rửa sửa rửa mặt này da mình láng mịn hơn trông thấy rõ đã sử_dụng gần 3 chai rồi vì rất hài_lòng không muốn đổi loại khác luôn shop đóng_gói cẩn_thận giao hàng nhanh_chóng good shop
313,cảm nhận lần đầu dùng srm này đó là thơm mùi khế rửa hoài vẫn thấy trơn nên nhiều khi ngộ nhận là chưa sạch srm ko có cảm giác sạch rít như srm khác nhưng lại cho cảm giác sạch nhẹ nhàng và làm da dịu hơn ko gây khô da mấy,2.0,2.0,,,,,cảm_nhận lần đầu dùng srm này đó là thơm mùi khế rửa hoài vẫn thấy trơn nên nhiều khi ngộ_nhận là chưa sạch srm ko có cảm_giác sạch rít như srm khác nhưng lại cho cảm_giác sạch nhẹ_nhàng và làm da dịu hơn ko gây khô da mấy
636,đóng gói cẩn thận giao hàng khá nhanh lần đầu dùng không biết công dụng ổn không ạ,1.0,,2.0,2.0,,,đóng_gói cẩn_thận giao hàng khá nhanh lần đầu dùng không biết công_dụng ổn không ạ
6149,"giao hàng nhanh, sản phẩm đóng gói tốt, hình thức đẹp.",,,2.0,2.0,,2.0,giao hàng nhanh sản_phẩm đóng_gói tốt hình_thức đẹp
8642,cũng khá to dùng mỗi lần tốn chút ít tính ra sẽ dùng được rất lâu nma rửa xong có hơi bị khô da nên dùng thêm dưỡng ẩm vào,1.0,,,,,2.0,cũng khá to dùng mỗi lần tốn chút_ít tính ra sẽ dùng được rất lâu nma rửa xong có hơi bị khô da nên dùng thêm dưỡng ẩm vào
9396,dùng 2 chai rồi khá là thích giao hàng nhan,2.0,,2.0,,,,dùng 2 chai rồi khá là thích giao hàng nhan
14041,Sữa rửa mặt rất nhiều bọt nhưng mùi như mùi cồn. Ko thực sự thích mùi này lắm.,2.0,0.0,,,,,sữa rửa mặt rất nhiều bọt nhưng mùi như mùi cồn ko thực_sự thích mùi này lắm
12523,da dầu xài ok k bị kích ứng và lên mụn,1.0,,,,,,da_dầu xài ok k bị kích_ứng và lên mụn
9416,"Sữa Rửa Mặt Trắng Da L'Oreal White Perfect 100ml dùng rất thích, không bị nhờn, da mặt sạch, trắng sáng! Da mặt mình hay bị dị ứng nhưng khi dùng Sữa Rửa Mặt Trắng Da L'Oreal White Perfect 100ml thì không thấy nổi mẩn ngứa gì cả. Nói chung là rấ nên sử dụng!",2.0,,,,,,sữa rửa mặt trắng da l oreal white perfect 100ml dùng rất thích không bị nhờn da mặt sạch trắng sáng da mặt mình hay bị dị_ứng nhưng khi dùng sữa rửa mặt trắng da l oreal white perfect 100ml thì không thấy nổi mẩn ngứa gì cả nói_chung là rấ nên sử_dụng
7525,đóng gói kĩ lắm í mình mua rất nhiều lần ròi xài siêu ưng luôn giao hàng nhanh lắm,2.0,,2.0,2.0,,,đóng_gói kĩ lắm í mình mua rất nhiều lần ròi xài siêu ưng luôn giao hàng nhanh lắm
1152,chất lượng sản phẩm tốt giao nhanh nhân viên tư vấn hơi bị đỉnh,2.0,,2.0,,,,chất_lượng sản_phẩm tốt giao nhanh nhân_viên tư_vấn hơi bị đỉnh
2970,đóng gói kĩ sp tốt e da hỗn hợp thiên khô nhưng dùng vẫn ok cồi mụn nhanh khô cực nói chung nên mua nhé,2.0,,,2.0,,,đóng_gói kĩ sp tốt e da hỗn_hợp thiên khô nhưng dùng vẫn ok cồi mụn nhanh khô cực nói_chung nên mua nhé
8541,"chắc là real xài vẫn ổn 
giao hàng cũng nhanh",1.0,,2.0,,,,chắc là real xài vẫn ổn giao hàng cũng nhanh
2584,đóng gói cẩn thận hàng chuẩn giao hàng nhanh đã dùng rất thích,,,2.0,2.0,,,đóng_gói cẩn_thận hàng chuẩn giao hàng nhanh đã dùng rất thích
10783,đóng gói giao hàng nhanh mik đã dùng đi nhiều lần r rất phù hợp cho da dầu ko gây kích ứng hay ngứa ngáy dịu nhẹ cho da ko bị khô ai dap dầu mụn nên mua về thử,2.0,,2.0,2.0,,,đóng_gói giao hàng nhanh mik đã dùng đi nhiều lần r rất phù_hợp cho da_dầu ko gây kích_ứng hay ngứa_ngáy dịu nhẹ cho da ko bị khô ai dap dầu mụn nên mua về thử
3885,đonga gói chắc chắn thòi gian giao hàng nhanh,,,2.0,2.0,,,đonga gói chắc_chắn thòi gian giao hàng nhanh
14521,"Hơi nhiều cồn. Dùng xong mặt căng, sạch kin kít.
Với không được dùng cùng với lưới tạo bọt.",0.0,,,,,0.0,hơi nhiều cồn dùng xong mặt căng sạch kin_kít với không được dùng cùng với lưới tạo bọt
12967,đóng gói hàng cẩn thận giao hàng nhanh sản phẩm có mùi hương nhẹ làm sạch da mềm mịn sẽ ủng hộ shop lâu dài,2.0,2.0,2.0,2.0,,,đóng_gói hàng cẩn_thận giao hàng nhanh sản_phẩm có mùi hương nhẹ làm sạch da mềm mịn sẽ ủng_hộ shop lâu_dài
4771,"Sp êm lắm, dịu da, dùng khoảng 3 tháng mới hết",2.0,,,,,,sp êm lắm dịu da dùng khoảng 3 tháng mới hết
8168,"Sản phẩm mình nhận dc nhìn quá cũ. Như hàng tồn kho vậy. 
Thực sự quá thất vọng. Tiki nên liên lạc để đổi lại hàng giúp mình. Mình cảm ơn!",,,,,,0.0,sản_phẩm mình nhận dc nhìn quá cũ như hàng tồn_kho vậy thực_sự quá thất_vọng tiki nên liên_lạc để đổi lại hàng giúp mình mình cảm_ơn
14225,chân ái hiện tại của mình vì là da nhạy cảm đổ dầu vùng chữ t nhưng rửa mặt vs e này nhẹ nhàn sạch và k bị cảm giác khô da khi rửa mặt xong tạo độ ẩm mềm min mình sd đc hơn 3 chai r nè ️,2.0,,,,,,chân ái hiện_tại của mình vì là da nhạy_cảm đổ dầu vùng chữ t nhưng rửa mặt vs e này nhẹ nhàn sạch và k bị cảm_giác khô da khi rửa mặt xong tạo độ_ẩm mềm min mình sd đc hơn 3 chai r nè
6697,Sản phẩm tuy để sale nhưng giá vẫn mắc. Để tặng kèm miếng bông tạo bọt nhưng khi giao hàng lại không có.,,,,,,0.0,sản_phẩm tuy để sale nhưng giá vẫn mắc để tặng kèm miếng bông tạo bọt nhưng khi giao hàng lại không có
13820,"Sản phẩm đúng kiểu dịu nhẹ, k mùi, rửa mặt xong mà cảm giác như chưa dùng sữa rửa mặt vậy.",1.0,1.0,,,,,sản_phẩm đúng kiểu dịu nhẹ k mùi rửa mặt xong mà cảm_giác như chưa dùng sữa rửa mặt vậy
14027,có những hạt mát xa dễ chịu sạch da thông thoáng giao hàng nhanh,2.0,,2.0,,,,có những hạt mát xa dễ_chịu sạch da thông_thoáng giao hàng nhanh
11766,"dành cho da dầu rất tốt hiệu quả nếu có thời gian sử dụng 3 lần 1 ngày thì sẽ thấy da mặt sáng bóng ra hẳn nhất là mùa nóng nực như bây jo' 
giao hàng nhanh 
đống gói chắc chắn",2.0,,2.0,2.0,,,dành cho da_dầu rất tốt hiệu_quả nếu có thời_gian sử_dụng 3 lần 1 ngày thì sẽ thấy da mặt sáng bóng ra hẳn nhất_là mùa nóng_nực như bây jo giao hàng nhanh đống gói chắc_chắn
8757,đã nhân được hàng giao hàng nhanh săn được sale nên giâ tốtt,,,2.0,,,,đã nhân được hàng giao hàng nhanh săn được sale nên giâ tốtt
11788,đã mua nhìu sản phẩm ở shop nhiều lần cảm thấy yên tâm và chất lượng giá cũng rẻ hơn so với những shop khác,2.0,,,,2.0,,đã mua nhìu sản_phẩm ở shop nhiều lần cảm_thấy yên_tâm và chất_lượng giá cũng rẻ hơn so với những shop khác
6058,dùng rất thích thơm và mát tin dùng senka vì ở gần nên đóng gói ko có chống đổ vỡ,2.0,2.0,,0.0,,,dùng rất thích thơm và mát tin_dùng senka vì ở gần nên đóng_gói ko có chống đổ_vỡ
1840,m dùng nhiu rồi. vichy ok lắm......,2.0,,,,,,m dùng nhiu rồi vichy ok lắm
13742,đóng gói chắc chắn giá cả ổn đx thêm quà tặng đã từng dùng sp này nên thấy ổn áp,,,,2.0,2.0,2.0,đóng_gói chắc_chắn giá_cả ổn đx thêm quà tặng đã từng dùng sp này nên thấy ổn_áp
1564,"chất lượng sản phẩm phù hợp với giá tiền đóng gói sản phẩm tốt và chắc chắn z sẽ ủng hộ shop lần sau 
quên thêm sp được tặng",2.0,,,2.0,,,chất_lượng sản_phẩm phù_hợp với giá tiền đóng_gói sản_phẩm tốt và chắc_chắn z sẽ ủng_hộ shop lần sau quên thêm sp được tặng
3673,dùng cho da mụn dc nha mng lành tính và giá khá tốt bọc cẩn thận k bị đổ,2.0,,,2.0,2.0,,dùng cho da mụn dc nha mng lành_tính và giá khá tốt bọc cẩn_thận k bị đổ
8159,đóng gói sản phẩm rất chắc chắn nói chung là ok cho shop 5 sao lần sau em sẽ ủng hộ tiếp ạ shipper dễ thương,,,2.0,2.0,,,đóng_gói sản_phẩm rất chắc_chắn nói_chung là ok cho shop 5 sao lần sau em sẽ ủng_hộ tiếp ạ shipper dễ_thương
13086,chuẩn vị hàng nhanh đóng gói cẩn thận mua ở shopee mall nên yên tâm,,,2.0,2.0,,,chuẩn vị hàng nhanh đóng_gói cẩn_thận mua ở shopee mall nên yên_tâm
4698,đóng gói sản phẩm đẹp và chắc chắn sữa rửa mặt ko mùi ko tạo bọt mấy nhưng dùng xong da mềm và sạch,2.0,0.0,,2.0,,,đóng_gói sản_phẩm đẹp và chắc_chắn sữa rửa mặt ko mùi ko tạo bọt mấy nhưng dùng xong da mềm và sạch
15072,giao hàng nhanh. chưa sd nên chưa biết hiệu quả thế nào,1.0,,2.0,,,,giao hàng nhanh chưa sd nên chưa biết hiệu_quả thế_nào
3320,đóng gói cẩn thận giao hàng siêu nhanh shipper nhiệt tình sẽ ủng hộ lần sau,,,2.0,2.0,,,đóng_gói cẩn_thận giao hàng siêu nhanh shipper nhiệt_tình sẽ ủng_hộ lần sau
5192,tiki bị bên shipper làm mất uy tín. Tôi chưa nhận được hàng mà tiki đã xác nhận là đã xác nhận giao hàng mã #647589123. Tôi chờ mãi mà cái tay shipper số điện thoại 0365380212 cho tôi chờ mỏi luôn,,,0.0,,,,tiki bị bên shipper làm mất uy_tín tôi chưa nhận được hàng mà tiki đã xác_nhận là đã xác_nhận giao hàng_mã 647589123 tôi chờ mãi mà cái tay shipper số điện_thoại 0365380212 cho tôi chờ mỏi luôn
2272,date xa mua mall nên rất yên tâm mua hôm sale nên giá rất hợp lí tối nay dùng thử mới biết chất lượng như nào,,,,,2.0,2.0,date xa mua mall nên rất yên_tâm mua hôm sale nên giá rất hợp_lí tối nay dùng thử mới biết chất_lượng như nào
14200,dùng 4 năm rồi không đổi loại khác màu tím dùng thích nhất không bị khô da còn loại màu trắng thì hơi xít da,2.0,,,,,,dùng 4 năm rồi không đổi loại khác màu tím dùng thích nhất không bị khô da còn loại màu trắng thì hơi xít da
6157,dùng mê á sau khi rửa cảm giác da sạch cực kì mà không bị khô căng da tạo nhiều bọt,2.0,,,,,,dùng mê á sau khi rửa cảm_giác da sạch cực_kì mà không bị khô căng da tạo nhiều bọt
4254,"Sửa rửa mặt này mình rất thích. Mùi trà xanh rất thơm, dạng gel nhỏ nên dễ dàng thẩm thấu đuợc qua da. Sau khi dùng xong, da mặt rất mịn và sạch. Bên cạnh đó, sau một tuần đầu sử dụng thì mụn đầu đen đã giảm rất nhiều. Cảm ơn Tiki rất nhiều",2.0,2.0,,,,2.0,sư a rư a mă t na y_mi nh râ t thi ch mu i tra xanh râ t thơm da ng gel nho nên dê da ng thâ m thâ u đuơ c qua da sau khi du ng xong da mă t râ t mi n va sa ch bên ca nh đo sau mô t tuâ n đâ u sư du ng thi mu n đâ u đen đa gia m râ t nhiê u ca m ơn tiki râ t nhiê u
4773,đã nhận dk hàng nhìn có vẻ xịn sò mà k biết xài nó như nào mùi thơm nha,,2.0,,,,,đã nhận dk hàng nhìn có_vẻ xịn sò mà k biết xài nó như nào mùi thơm nha
6575,đóng gói sản phẩm tốt thời gian giao hàng nhanh sản phẩm ổnnn,2.0,,2.0,2.0,,,đóng_gói sản_phẩm tốt thời_gian giao hàng nhanh sản_phẩm ổnnn
10168,chai này thứ 4 rồi oke hợp da giao hàng nhanh,2.0,,2.0,,,,chai này thứ 4 rồi oke hợp da giao hàng nhanh
4709,"tiki giao hàng nhanh + đóng gói sản phẩm chắc chắn. SRM này bao bì đẹp đc đựng trong hộp giấy như hình nhìn rất ""sang chảnh"" nhưng sản phẩm bên trong hơi lỏng.",2.0,,2.0,,,1.0,tiki giao ha ng nhanh đo ng go i sa n phâ m chă c chă n srm na y bao bi đe p đc đư ng trong hô p giâ y_như hi nh nhi n râ t sang cha nh nhưng sa n phâ m bên trong hơi lo ng
847,dạng gel thành ra sài rất dễ chịu mịn ra có điều mùi hương ko thích lắm,2.0,0.0,,,,,dạng gel thành_ra sài rất dễ_chịu mịn ra có_điều mùi hương ko thích lắm
7690,"Giao hàng nhanh, hàng chính hãng, quét QR tích điểm tiện lợi. Rẻ hơn các chỗ bán khác",,,2.0,,2.0,2.0,giao hàng nhanh hàng chính hãng quét qr tích điểm tiện_lợi rẻ hơn các chỗ bán khác
5544,đã mua quá nhiều lần ở shop r hàng chính hãng mọi người yên tâm mua nhé,,,,,,2.0,đã mua quá nhiều lần ở shop r hàng chính hãng mọi người yên_tâm mua nhé
5526,dùng oke lắm ạ cấp ẩm ko bị khô da đâu nên mua nha mọi người mình mới chuyển qua dùng thấy dở khô da hẳn,2.0,,,,,,dùng oke lắm ạ cấp ẩm ko bị khô da đâu nên mua nha mọi người mình mới chuyển qua dùng thấy dở khô da hẳn
838,dùng mấy lần rồi vẫn ưng mỗi srm mày thôi à kaka dùng thích nữa chứ,2.0,,,,,,dùng mấy lần rồi vẫn ưng mỗi srm mày thôi à kaka dùng thích nữa chứ
5461,đã dùng lần 3 dịu nhẹ dùng rất thích giao hàng nhanh gói chắc chắn,2.0,,2.0,2.0,,,đã dùng lần 3 dịu nhẹ dùng rất thích giao hàng nhanh gói chắc_chắn
8634,đã dùng đến chai thứ 3 rất lành tính nhẹ nhàng cho da mà vẫn sạch giao hàng nhanh mua lọ to thế này dùng mãi không hết phù hợp mà giá thì rất hời nhé,2.0,,2.0,,2.0,,đã dùng đến chai thứ 3 rất lành_tính nhẹ_nhàng cho da mà vẫn sạch giao hàng nhanh mua lọ to thế_này dùng mãi không hết phù_hợp mà giá thì rất hời nhé
8613,đã mua rất nhiều lần ở hasaki rồi có niềm tin tuyệt đối cho nên là k có gì để bàn cải hết nha,2.0,,,,,,đã mua rất nhiều lần ở hasaki rồi có niềm tin tuyệt_đối cho_nên là k có gì để bàn cải hết nha
13065,hành chính hãng sử dụng hiệu quả các bạn nên thử nha,,,,,,2.0,hành_chính hãng sử_dụng hiệu_quả các bạn nên thử nha
4597,dùng ổn simple thì khỏi phải bàn về chất lượng rồi với ai mới dùng sẽ thấy simple khá nhẹ không nhiều bọt nma đấy cũng là ưu điểm vì ko cồn ko hương liệu ko soap > ko gây kích ứng da,2.0,,,,,,dùng ổn simple thì khỏi phải bàn về chất_lượng rồi với ai mới dùng sẽ thấy simple khá nhẹ không nhiều bọt nma đấy cũng là ưu_điểm vì ko cồn ko hương_liệu ko soap ko gây kích_ứng da
