,Content,QUALITY,SMELL,SHIPPING,PACKING,PRICE,OTHERS
915,Da mình khá nhạy cảm nhưng mà dùng đến giờ vẫn thấy ok chưa bị gì. Sẽ mua tiếp., Neutral,,,,,
916,sản phẩm dùng thích cực luôn lần sau sẽ mua tiếp .., Positive,,,,,
917,"Giao hàng nhanh, dùng khá tốt, tạo bọt nhiều. Rất thích :)", Positive,, Positive,,,
918,"xài rất tốt,da có cảm giác mịn màng hơn sau khi sử dụng", Positive,,,,,
919,"Sữa rửa mặt cực thích, chưa từng hài lòng với sản phẩm sữa rửa mặt nào như loại này!", Positive,,,,,
920,"Hơi tiếc mua 95 k
Nhiều bọt da sạch hơn, tẩy rửa nhẹ nhàng, thơm nhẹ", Positive, Positive,,,,
921,"rửa mặt sạch sâu sản phẩm gói kĩ lưỡng, giao hàng nhanh", Positive,, Positive, Positive,,
922,"Sữa rửa mặt tạo bọt senka thích cực kì, mình còn đk tặng lưới tạo bọt nữa", Positive,,,,, Positive
923,"Sữa rửa mặt dịu nhẹ, cho cảm giác sạch sẽ, sản phẩm khuyên dùng. Tiki giao hàng thuận tiện.", Positive,, Positive,,,
924,"Sản pham tốt và su dụng duoc rất lâu, có mùi dịu nhẹ", Positive, Positive,,,,
925,"Sạch, không bị khô căng, sáng da. Sẽ tiếp tục thử các dòng srm khác của Senka :))", Positive,,,,,
926,"Mùi nhẹ, dễ chịu. Tạo bọt nhiều, rửa xong thấy da mặt rất dễ chịu.", Positive, Positive,,,,
927,"sản phẩm dùng tốt,  giá cả phù hợp,  tạo nhiều bọt nhưng hơi khô da", Positive,,,, Neutral,
928,"Tiki giao hàng nhanh, đc tặng lưới tạo bọt, chất lượng ok",,, Positive,,, Positive
929,"Tạo cực kì nhiều bọt luôn
Rửa mặt xong thấy mát, sạch, mịn hơn", Positive,,,,,
930,Sản phẩm tuyệt vời.Rửa mặt rất mịn thích vô cùng Thời gian giao rất nhanh, Positive,, Positive,,,
931,Sp sdung rất tốt nha mọi người. Mình mua hàng o Tiki nhiều r nhưng k có sp nào ma mình chưa hài lòng hết ?, Positive,,,,,
932,"Mình là dạng da dầu, xài xong da căng, mềm mịn, rất thích", Positive,,,,,
933,"Sản phẩm dùng rất thích, sạch và không bị khô da
Tiki bao gói cẩn thận
Giao hàng nhanh", Positive,, Positive, Positive,,
934,"M xài nhiều tuýp rồi, rất ok, giá rẻ, giao hàng nhanh, rất hài lòng", Positive,,, Positive, Positive,
935,xịn xài rất mượt da giao hàng nhanh chóng thân thiện sẽ ủng hộ tiếp, Positive,,,,,
936,"Sp có mùi thêm dễ chịu , sau khi rửa xong mình cảm thấy da mặt rất là sạch", Positive, Positive,,,,
937,sản phẩm dùng rát tốt. sạch sâu mà không khô da. 10 điểm., Positive,,,,,
938,dùng thích lắm đáng giá tiền ?? sản phẩm tạo được nhiều bọt, Positive,,,,,
939,"giao hàng nhanh , sản phẩm chất lượng , rất đáng tiền", Positive,, Positive,,,
940,"Sữa rửa mặt này rất tốt
Mới sài có vài lần mà da mặt khác hẳn", Positive,,,,,
941,Sửa rửa mặt khá sạch. Nhìu bọt và mịn màng. Mùi thơm cũng dễ chịu, Positive, Positive,,,,
942,"Sữa rửa mặt tạo nhiều bọt, rửa sạch sâu. Hương thơm dịu nhẹ. Yêu luôn em í.", Positive, Positive,,,,
943,sp dùng rất tốt mà lại được lâu nữa. mình rất hài lòng ạ, Positive,,,,, Positive
944,"Sữa rửa mặt bọt nhiều, sau rửa da mặt căng kin kít", Positive,,,,,
945,"Đóng gói chắc chắn
Thời gian giao hàng nhanh
Sản phẩm xài rất tốt", Positive,, Positive, Positive,,
946,"Đóng gói chắc chắn
Thời gian giao hàng nhanh
Sản phẩm xài rất tốt", Positive,, Positive, Positive,,
947,"Sản phẩm dùng ổn , cảm giác sau khi dùng rất thích , sạch da và thoáng lỗ chân lông . ", Positive,,,,,
948,"Nhiều bọt, mùi nhẹ dễ chịu. Làm mềm da rất thích ko gây khô da", Positive, Positive,,,,
949,"Tiki đóng gói cẩn thận, sửa rửa mặt tạo nhiều bọt, mịn, thơm nhẹ", Positive,,, Positive,,
950,Em senka này là mình thấy oki nhất trong những loại sữa rửa mặt mình dùng, Positive,,,,,
951,"Tạo bọt nhiều, rửa xong da mặt mịn, giá cả rất chi là mềm", Positive,,,,,
952,Sản phẩm tạo bọt nhiều. Sử dụng không bị kích ứng da. nói chung là xài ok, Positive,,,,,
953,"Da mình hõn hợp, sau khi dùng da mượt, ko khô, ko nhờn.", Positive,,,,,
954,tốt cực tốt. luôn tin dùng. tiki giao hàng cẩn thận, Positive,, Positive,,,
955,"Sản phẩm tốt, tạo bọt nhiều, ko gây khô da, mùi hương dễ chịu", Positive,,,,,
956,Rất hài lòng.. Rửa xong mềm mịn k bị khô căng. Sẽ mua lại sp, Positive,,,,,
957,"Bọt nhiều , bọt mịn , dùng loại này rất sạch và đã", Positive,,,,,
958,Rất tốt. Xài không bị khô da. Có vẻ sạch nửa. Làm bớt mụn, Positive,,,,,
959,"Sản phẩm xài khá sạch da,không có độ ẩm nhiều sau khi rửa", Positive,,,,,
960,"Mình mua sản phẩm trong đợt khuyến mãi nên không có quà tặng là lưới tạo bọt. Sau hơn 1 tháng sử dụng, mình thấy sản phẩm có hiệu quả làm sạch sâu (dùng bông tẩy trang thấm nước hoa hồng lau không thấy bụi bẩn). Tuy nhiên, da mặt bị căng và khô nên sau khi rửa mình phải dùng thêm nước hoa hồng. Mình nghĩ nên dùng với lưới tạo bọt hoặc chịu khó dùng tay tạo bọt thật nhiều thì da sẽ đỡ khô hơn. Vì SRM làm căng da nên nếu dùng hết mình sẽ không mua lại mà tìm loại SRM dịu nhẹ hơn.", Neutral,,,,,
961,"Sản phẩm gửi đến trước thời hạn. Hộp to bự chảng luôn. Chưa sử dụng sản phẩm nên chưa có nhận xét gì, nhưng mong là hợp. Ngoài ra thì cảm ơn TIKI và Shop đã thay thế miếng tạo bọt bằng cái miếng xốp này ???? không thể hiểu nổi ????? 

Nói chung hài lòng về sản phẩm và chất lượng giao hàng nhưng đặc biệt không hài lòng về quà tặng ? mở ra mà vừa mừng vừa hài ??? Đhs ???",,, Positive,,, Negative
962,"Dùng được nhưng rửa không sạch lắm.
Bạn nào da mụn và da nhạy cảm k nên dùng sản phẩm này do tạo bọt( chất hoạt động bề mặt mạnh) vs ph cũng cao nữa.
Mình da nhạy cảm dùng bị lên mụn luôn", Neutral,,,,,
963,"Mình mua cho bà xã dùng, thấy ổn so với gia tiền, tuy nhiên hàng không biết để kho thế nào mà tới tay thì bụi báo đầy (xem hình đính kèm) ngoài chi tiết đó thì còn lại ổn so với các hãng khác và giá tiền. ngày sản xuất 12/2017 tạm ổn", Positive,,,,, Negative
964,Lần này hơi thất vọng về tiki vì lúc đặt được tặng kèm miếng rửa mặt nhưng nhận hàng thì không thấy. Gói hàng cẩn thận. Về sản phẩm thì mới dùng nên cũng chưa có cảm nhận gì. Nhưng mùi cũng dễ chịu. Cũng không quá nhiều bọt. Cũng ok., Neutral, Positive,, Positive,, Negative
965,"mình nhận được hàng rồi. review nè. shipper cực dễ thương luôn, trời mưa giao hàng mà vẫn rất nhiệt tình. tạo khá nhiều bọt, hơi vất vả tí. mình xài cây đánh trứng luôn, tạo bọt nhanh mà nhiều hơn nữa. xài xong thấy sạch da, có điều hơi khô, căng nên cần dùng thêm lotion mask để dưỡng ẩm. nói chung là sp ok. hợp túi tiền", Neutral,, Positive,,,
966,"Mình đặt sản phẩm này lúc đc khuyến mãi lưới tạo bọt và trc khi mình tiến hành đặt hàng mình đã kiểm tra rất kĩ xem còn tặng lưới tạo bọt không và vẫn còn khuyến mãi đó nhưng không hiểu tại sao khi về đến nhà mình thì cái lưới tạo bọt lại đi đâu mất không có gì cả. Điều này tiki giải thích như thế nào ạ?
Còn về phần ưu điểm thì mình thấy lần này tiki đã nhanh hơn nhiều trong việc giao hàng.
Chất lượng sản phẩm thì mình dùng 1 lần rồi và thấy rất thích.", Positive,, Positive,,, Negative
967,"da mình thuộc type da dầu mụn, nhạy cảm bình thường toàn rửa với srm chuyên dụng. Lâu lâu muốn thử dùng loại khác xem sao, với cả thấy qc senka rửa nhiều bọt, mềm mịn. Nhưng sau khi rửa xong, mình cảm thấy da bị căng, khô hơi khó chịu. Chắc da mình yếu quá ko dùng được dạng quá nhiều bọt như em này?", Negative,,,,,
968,"Đọc review thì thấy thích hợp cho da dầu nên mua dùng thử, tuy nhiên dùng xong không có cảm giác da được làm sạch mà chỉ sau 1 lúc lại có cảm giác dầu ra rất nhiều, cảm giác bí bách không được thông thoáng như mô tả. Vớ hơi bực vì bt tiki nt báo hàng giao trong 30’ bình thường sẽ chỉ trong khoảng 10’ là nhận được hàng rồi, lần này đợi từ 12h kém đến 4h chiều mới thấy giao hàng. Dù bt đợi không vấn đề gì, nhưng phải hôm đang ốm, mệt mà không dám ngủ trưa sợ ship đến gọi mà không biết. Đợi dùng thử thêm vài hôm nữa xem da có cải thiện gì không vậy.", Negative,,,,,
969,"Tiki giao hàng nhanh, hàng được gói trong hộp rất ok. Sài sp này mình thấy cũng được nhưng khi mình xem trên review thì sp nó là sp chất sữa rửa mặt nó là đặc nhưng khi mình sử dòng nó lại là phạng hơi bị bị .nên cảm thấy rất không yên tâm đây có phải chính hãng không",,, Positive, Positive,, Negative
970,Dùng xong da mặt khô. Có chút ngứa. Mình dùng kèm toner sau đó để cân bằng lại. Có lẽ sản phẩm k phù hợp với mình. Sẽ không mua lại, Negative,,,,,
971,"phần đóng gói thì mình hài lòng tiki đóng gói rất cẩn thận, sản phẩm tặng kèm cũng đầy đủ cả. còn về sản phẩm thì mình khá thất vọng :< da mình là da hỗn hợp thiên dầu lúc rửa xong chưa lau mặt thì có cảm giác chưa sạch da í còn sau khi lau da lại khô cực kì :< không quẹt ngay toner lên là có cảm giác sạch kin kít, sạch một cách đáng sợ luôn ấy :< mình có xem review trên mạng về sản phẩm này rồi nhưng dù biết trước nhưng vẫn nhắm mắt mua vì muốn trải nghiệm thử :< giờ hối hận quá :", Negative,,, Positive,, Positive
972,"rửa mặt sạch, dùng lâu. Trước mình dùng hada labo nó ẩm ẩm quen rồi, qua cái này thì nó cảm giác sạch hơn nhưng lại khô hơn. Da mình da thường nên rửa nó có cảm giác hơi khô, không quá kin kít như các loại srm khác nhưng vẫn thiếu đi 1 chút giữ ẩm. Sẽ rất tuyệt vời với các bạn da dầu và hỗn hợp thiên dầu. Btw vẫn rất thích cảm giác sạch của senka", Neutral,,,,, Positive
973,"Sản phẩm này hơi lỏng so với hàng nội địa Nhật tuy nhiên với giá thành như vậy là hợp lí vì giá của srm nội địa Nhật thì mắc hơn, nhưng không hiểu sao lúc mình mua thì không thấy bông tạo bọt tặng kèm?!? Srm này có mùi thơm dễ chịu, sd 1 lượng ít nhưng vẫn tạo nhiều bọt, bọt rất mịn và sau khi rữa thì da thoán và không bị khô.", Positive, Positive,,,, Negative
974,"mới nhận được hàng và sài lần đầu tiên, giá thành siêu cưng, mùi thơm dễ chịu với tạo nhiều bọt lắm luôn, vì nhiều bọt nên ngón tay mình ít tiếp xúc vs mặt là một điểm cộng, cảm giác rất fresh sau khi rửa xong, lại không bị khô và căng da vì mình là da dầu, có lẽ bạn nào da khô sẽ không hợp, nói chung là mình cực kì ưng ý.", Positive, Positive,,, Positive,
975,"- Đúng là rất nhiều bọt và mịn. Nhưng mình sẽ không bao giờ dám dùng. 1 năm trước mình dùng loại này màu trắng, dùng 2 3 ngày tự nhiên da đỏ, rát xong bong da xong mình sợ quá bỏ xó rồi quăng luôn. 
- Vừa rồi liều mua lại loại xanh, xài 2 3 ngày da lại bị đỏ rang, nóng, rát, bong, xong mình ngưng luôn 1 tháng, nay hết SRM mới dùng lại nó thử lần nữa, cố gắng rửa nhanh và nhẹ hết sức mà cảm giác da vẫn hơi khô, có lẽ dùng nữa sẽ đỏ, nên quyết định bye mãi mãi, có lẽ da mình thuộc da nhạy cảm nên không hợp.", Negative,,,,,
976,"Da mình thuộc dạng da thường/hỗn hợp ít dầu. Loại này tạo bọt mịn và khi chưa rửa đi thì chưa cảm thấy gì. Nhưng sau khi rửa với nước cho hết bọt thì để lại cảm giác khô, bí da, không thấy sạch mà da bị căng. Ngay hôm sau thì da mẩn mụn kích ứng khắp mặt luôn.", Negative,,,,,
977,"Sữa rửa mặt perfect whip dùng ổn trên các loại da, kể cả da khô như nình và da dầu của em gái mình. Mùi thơm vừa phải, tạo bọt nhiều nhưng rửa rất dễ sạch. Miếng rửa mặt thì mình thấy dùng để tắm thì ok hơn :) Còn dầu tẩy trang làm mình nổi mụn sưng nên cạch luôn.", Neutral, Positive,,,,
978,mình dùng sản phẩm trong thời gian không dài nhưng đã thấy hiệu quả khó rõ rệt. da mình trở nên sạch và sáng mịn hơn. Nhờ quà tặng lưới tạo bọt mà mình có cảm giác lớp bọt làm sạch từ bên trong làn da. cảm ơn tiki và hi vọng tiki sẽ luôn cập nhật những sản phẩm tốt hơn nữa. mk sẽ còn ủng hộ, Positive,,,,, Positive
979,"mình da dầu,sài khá sạch,mùi nhẹ,bọt mịn,sài xong mịn da,nhưng mà có cái là sài xong phải cấp ẩm liền tại nó sạch quá cái tí là mặt mình nó sẽ tiết dầu để điều tiết lại da,giá ổn,sp sài ổn", Positive, Positive,,, Neutral,
980,"Mình dùng được khoảng 1 tháng hơn rồi. Khi mua có chai nhỏ tặng kèm nên thấy giá tiền bỏ ra là hợp lý. Đúng như tên gọi, một chút kem tạo ra rất nhiều bọt. Lúc xoa mặt rất thích, cảm giác mát. Nhưng có lẽ da mặt khô và nhờn không hợp với loại kem này cho lắm. Hơn nữa, da mình nhạy cảm nên xài sp này không hiệu quả. Sp chất lượng tốt nhưng ko phù hợp da mình cho nên mình cho người khác xài.", Neutral,,,,,
981,"Hầu như ai cũng biết đến em sữa rửa mặt thần thánh Senka Perfect Whip này rồi nên mình chỉ viết nhận xét tóm tắt thôi ạ
- Giá cả : giá khá rẻ, phù hợp với học sinh, sinh viên, bản Việt rẻ hơn bản nội địa Nhật kha khá

- Bao bì : đơn giản, có tiếng Việt giúp bạn biết thêm thông tin về sản phẩm, dạng tuýt vệ sinh và tiện lợi

- Chất lượng : 
+) Tạo bọt nhiều, các bạn tạo bọt bằng tay hoặc lưới rửa mặt thì độ bông của bột sẽ khác nhau nhé

+) Với da dầu ( hỗn hợp thiên dầu ) của mẹ mình thì khen kiềm dầu, làm sạch tốt mà không bị khô da

+) Với da hỗn hợp thiên khô, nhạy cảm thì mình thấy em này làm sạch ổn, nhưng vẫn khiến da mình bị khô căng sau khi rửa, cảm giác sạch kin kít không thoải mái lắm 

Điểm : 4/5 ( có lẽ không hợp da mình ) 

-> Mình nghĩ sản phẩm này phù hợp với da hỗn hợp thiên dầu đến da dầu

-> Các bạn da nhạy cảm, da khô và hỗn hợp thiên khô có thể xem qua sữa rửa mặt Hada Labo,... bản Việt có giá thành tương đương nhé ❤️", Neutral,,,, Positive, Positive
